,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,Durg,Durg,Tomato,Local,FAQ,2500,3000,2750,11 Oct 2020,2020,Oct,11,2020-10-11
1,Durg,Durg,Tomato,Local,FAQ,3500,4000,3750,15 Sep 2020,2020,Sep,15,2020-09-15
2,Durg,Durg,Tomato,Local,FAQ,4000,4500,4250,16 Sep 2020,2020,Sep,16,2020-09-16
3,Durg,Durg,Tomato,Local,FAQ,4000,5000,4500,02 Sep 2020,2020,Sep,02,2020-09-02
4,Durg,Durg,Tomato,Tomato,FAQ,200,400,300,15 Jan 2021,2021,Jan,15,2021-01-15
5,Durg,Durg,Tomato,Tomato,FAQ,300,500,400,23 Jan 2021,2021,Jan,23,2021-01-23
6,Durg,Durg,Tomato,Tomato,FAQ,400,500,450,10 Jan 2021,2021,Jan,10,2021-01-10
7,Durg,Durg,Tomato,Tomato,FAQ,400,500,450,23 Feb 2021,2021,Feb,23,2021-02-23
8,Durg,Durg,Tomato,Tomato,FAQ,600,800,700,15 May 2021,2021,May,15,2021-05-15
9,Durg,Durg,Tomato,Tomato,FAQ,800,1000,900,26 Aug 2021,2021,Aug,26,2021-08-26
10,Durg,Durg,Tomato,Tomato,FAQ,800,1200,1000,17 Jun 2021,2021,Jun,17,2021-06-17
11,Durg,Durg,Tomato,Tomato,FAQ,800,1200,1000,31 Dec 2020,2020,Dec,31,2020-12-31
12,Durg,Durg,Tomato,Tomato,FAQ,1000,1100,1050,25 Aug 2021,2021,Aug,25,2021-08-25
13,Durg,Durg,Tomato,Tomato,FAQ,1000,1200,1100,31 Aug 2021,2021,Aug,31,2021-08-31
14,Durg,Durg,Tomato,Tomato,FAQ,1000,1400,1200,09 Feb 2021,2021,Feb,09,2021-02-09
15,Durg,Durg,Tomato,Tomato,FAQ,1000,1400,1200,20 May 2021,2021,May,20,2021-05-20
16,Durg,Durg,Tomato,Tomato,FAQ,1200,1400,1300,29 Dec 2020,2020,Dec,29,2020-12-29
17,Durg,Durg,Tomato,Tomato,FAQ,1200,1600,1400,04 Dec 2020,2020,Dec,04,2020-12-04
18,Durg,Durg,Tomato,Tomato,FAQ,1300,1400,1350,12 May 2021,2021,May,12,2021-05-12
19,Durg,Durg,Tomato,Tomato,FAQ,1500,1600,1550,02 Dec 2020,2020,Dec,02,2020-12-02
