Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Banka,Amarpur,Tomato,Deshi,FAQ,600,1000,700,29 Mar 2022,2022,Mar,29,2022-03-29
1,1.0,1.0,Banka,Amarpur,Tomato,Deshi,FAQ,800,1000,900,01 Apr 2022,2022,Apr,1,2022-04-01
2,2.0,2.0,Banka,Amarpur,Tomato,Deshi,FAQ,800,1100,1000,05 Apr 2022,2022,Apr,5,2022-04-05
3,3.0,3.0,Banka,Amarpur,Tomato,Deshi,FAQ,800,1200,1000,08 Apr 2022,2022,Apr,8,2022-04-08
4,4.0,4.0,Banka,Amarpur,Tomato,Deshi,FAQ,1000,1400,1200,12 Apr 2022,2022,Apr,12,2022-04-12
5,5.0,5.0,Banka,Amarpur,Tomato,Deshi,FAQ,1000,1500,1200,22 Apr 2022,2022,Apr,22,2022-04-22
6,6.0,6.0,Banka,Amarpur,Tomato,Deshi,FAQ,1200,1400,1300,15 Apr 2022,2022,Apr,15,2022-04-15
7,7.0,7.0,Banka,Amarpur,Tomato,Deshi,FAQ,1200,1600,1400,19 Apr 2022,2022,Apr,19,2022-04-19
8,8.0,8.0,Banka,Amarpur,Tomato,Deshi,FAQ,1500,2000,1800,06 May 2022,2022,May,6,2022-05-06
9,9.0,9.0,Banka,Amarpur,Tomato,Deshi,FAQ,1500,2000,1800,29 Apr 2022,2022,Apr,29,2022-04-29
10,10.0,10.0,Banka,Amarpur,Tomato,Deshi,FAQ,1800,2500,2000,03 May 2022,2022,May,3,2022-05-03
11,11.0,11.0,Banka,Amarpur,Tomato,Deshi,FAQ,2000,2500,2200,10 May 2022,2022,May,10,2022-05-10
12,12.0,12.0,Banka,Amarpur,Tomato,Deshi,FAQ,2000,2500,2200,13 May 2022,2022,May,13,2022-05-13
13,13.0,13.0,Banka,Amarpur,Tomato,Deshi,FAQ,3000,4000,3500,17 May 2022,2022,May,17,2022-05-17
14,14.0,14.0,Banka,Amarpur,Tomato,Deshi,FAQ,4000,4300,4100,05 Jul 2022,2022,Jul,5,2022-07-05
