Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12100,12400,12300,03 Sep 2020,2020,Sep,3,2020-09-03
1,1.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12100,12500,12300,23 Sep 2020,2020,Sep,23,2020-09-23
2,2.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12100,12600,12300,24 Sep 2020,2020,Sep,24,2020-09-24
3,3.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12150,13000,12600,19 Oct 2020,2020,Oct,19,2020-10-19
4,4.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12150,13000,12600,20 Oct 2020,2020,Oct,20,2020-10-20
5,5.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12150,13000,12600,21 Oct 2020,2020,Oct,21,2020-10-21
6,6.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12150,13000,12600,22 Oct 2020,2020,Oct,22,2020-10-22
7,7.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12400,12300,04 Sep 2020,2020,Sep,4,2020-09-04
8,8.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12400,12300,05 Sep 2020,2020,Sep,5,2020-09-05
9,9.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12300,10 Sep 2020,2020,Sep,10,2020-09-10
10,10.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12300,12 Sep 2020,2020,Sep,12,2020-09-12
11,11.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12300,26 Sep 2020,2020,Sep,26,2020-09-26
12,12.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12300,27 Sep 2020,2020,Sep,27,2020-09-27
13,13.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12300,29 Sep 2020,2020,Sep,29,2020-09-29
14,14.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12400,06 Sep 2020,2020,Sep,6,2020-09-06
15,15.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12400,08 Sep 2020,2020,Sep,8,2020-09-08
16,16.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12500,12400,09 Sep 2020,2020,Sep,9,2020-09-09
17,17.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12800,12400,12 Oct 2020,2020,Oct,12,2020-10-12
18,18.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12800,12400,14 Oct 2020,2020,Oct,14,2020-10-14
19,19.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12800,12400,21 Sep 2020,2020,Sep,21,2020-09-21
20,20.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,12800,12400,22 Sep 2020,2020,Sep,22,2020-09-22
21,21.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,13000,12600,24 Oct 2020,2020,Oct,24,2020-10-24
22,22.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,13000,12650,18 Oct 2020,2020,Oct,18,2020-10-18
23,23.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12200,13000,12650,23 Oct 2020,2020,Oct,23,2020-10-23
24,24.0,Puruliya,Balarampur,Mustard Oil,Other,FAQ,12300,12500,12400,13 Sep 2020,2020,Sep,13,2020-09-13
