Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,0.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2300,3300,2800,04 Feb 2021,2021,Feb,4,2021-02-04
1,1.0,1.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2500,3000,2750,14 Jan 2021,2021,Jan,14,2021-01-14
2,2.0,2.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2500,3000,2750,27 Feb 2021,2021,Feb,27,2021-02-27
3,3.0,3.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2500,3100,2800,20 Feb 2021,2021,Feb,20,2021-02-20
4,4.0,4.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2500,3400,2950,09 Mar 2021,2021,Mar,9,2021-03-09
5,5.0,5.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2500,3500,3000,03 Apr 2021,2021,Apr,3,2021-04-03
6,6.0,6.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2500,4500,3500,22 Feb 2021,2021,Feb,22,2021-02-22
7,7.0,7.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2525,3200,2862,25 Nov 2020,2020,Nov,25,2020-11-25
8,8.0,8.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2850,4500,3675,12 Feb 2021,2021,Feb,12,2021-02-12
9,9.0,9.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2900,3200,3050,21 Jul 2021,2021,Jul,21,2021-07-21
10,10.0,10.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2900,3900,3400,07 Jul 2021,2021,Jul,7,2021-07-07
11,11.0,11.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,2925,4800,3862,06 Aug 2021,2021,Aug,6,2021-08-06
12,12.0,12.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,3000,4000,3500,23 Apr 2021,2021,Apr,23,2021-04-23
13,13.0,13.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,3000,4200,3600,03 Nov 2020,2020,Nov,3,2020-11-03
14,14.0,14.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,3100,4200,3650,09 Feb 2021,2021,Feb,9,2021-02-09
15,15.0,15.0,Ahmednagar,Ahmednagar,Gur(Jaggery),Other,FAQ,3100,4600,3850,22 Sep 2020,2020,Sep,22,2020-09-22
